"","sample.PCR","sample","rep","count","taxon","taxonomic_level","SampleCode","Sample_label","Sample_rep","Sample_date","Extraction_date"
"306","e00289-C","e00289","C",2939,"Cymatogaster_aggregata","species","2021_SYLB_A_1","Sylburn harbor eel","1","6/8/21","11/18/21"
"307","e00289-C","e00289","C",752,"Oncorhynchus","genus","2021_SYLB_A_1","Sylburn harbor eel","1","6/8/21","11/18/21"
"308","e00290-A","e00290","A",364,"Citharichthys_stigmaeus","species","2021_SYLB_A_2","Sylburn harbor eel","2","6/8/21","11/18/21"
"309","e00291-A","e00291","A",3,"Ammodytidae","family","2021_SYLB_A_3","Sylburn harbor eel","3","6/8/21","11/18/21"
"310","e00291-A","e00291","A",2286,"Oncorhynchus","genus","2021_SYLB_A_3","Sylburn harbor eel","3","6/8/21","11/18/21"
"311","e00291-A","e00291","A",4,"Oligocottus","genus","2021_SYLB_A_3","Sylburn harbor eel","3","6/8/21","11/18/21"
"312","e00291-B","e00291","B",4867,"Pholis","genus","2021_SYLB_A_3","Sylburn harbor eel","3","6/8/21","11/18/21"
"313","e00291-B","e00291","B",6688,"Oncorhynchus","genus","2021_SYLB_A_3","Sylburn harbor eel","3","6/8/21","11/18/21"
"314","e00291-C","e00291","C",14,"Pholis","genus","2021_SYLB_A_3","Sylburn harbor eel","3","6/8/21","11/18/21"
"315","e00291-C","e00291","C",1,"Ammodytidae","family","2021_SYLB_A_3","Sylburn harbor eel","3","6/8/21","11/18/21"
"316","e00291-C","e00291","C",841,"Hexagrammos","genus","2021_SYLB_A_3","Sylburn harbor eel","3","6/8/21","11/18/21"
"317","e00291-C","e00291","C",4637,"Oncorhynchus","genus","2021_SYLB_A_3","Sylburn harbor eel","3","6/8/21","11/18/21"
"318","e00292-A","e00292","A",34,"Salmonidae","family","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"319","e00292-A","e00292","A",2,"Pholis","genus","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"320","e00292-A","e00292","A",1,"Syngnathus_leptorhynchus","species","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"321","e00292-A","e00292","A",1,"Cottidae","family","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"322","e00292-A","e00292","A",3,"Oncorhynchus","genus","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"323","e00292-A","e00292","A",3,"Cymatogaster_aggregata","species","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"324","e00292-B","e00292","B",38,"Salmonidae","family","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"325","e00292-B","e00292","B",2,"Cymatogaster_aggregata","species","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"326","e00292-B","e00292","B",11,"Pholis","genus","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"327","e00292-B","e00292","B",2,"Anoplarchus","genus","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"328","e00292-B","e00292","B",2,"Stichaeidae","family","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"329","e00292-B","e00292","B",114,"Homo_sapiens","species","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"330","e00292-C","e00292","C",43,"Salmonidae","family","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"331","e00292-C","e00292","C",13,"Pholis","genus","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"332","e00292-C","e00292","C",2,"Ammodytidae","family","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"333","e00292-C","e00292","C",2,"Anoplarchus","genus","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"334","e00292-C","e00292","C",1,"Syngnathus_leptorhynchus","species","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"335","e00292-C","e00292","C",3,"Hexagrammos","genus","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"336","e00292-C","e00292","C",3,"Aulorhynchus_flavidus","species","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"337","e00292-C","e00292","C",9,"Gadidae","family","2021_SYLB_A_4","Sylburn harbor eel","control","6/8/21","11/18/21"
"338","e00293-A","e00293","A",1475,"Clupeidae","family","2021_SYLB_B_1","Sylburn harbor kelp","1","6/9/21","11/18/21"
"339","e00293-A","e00293","A",784,"Salmonidae","family","2021_SYLB_B_1","Sylburn harbor kelp","1","6/9/21","11/18/21"
"340","e00293-A","e00293","A",951,"Oncorhynchus","genus","2021_SYLB_B_1","Sylburn harbor kelp","1","6/9/21","11/18/21"
"341","e00293-A","e00293","A",2,"Bos","genus","2021_SYLB_B_1","Sylburn harbor kelp","1","6/9/21","11/18/21"
"342","e00293-B","e00293","B",3247,"Clupeidae","family","2021_SYLB_B_1","Sylburn harbor kelp","1","6/9/21","11/18/21"
"343","e00293-B","e00293","B",4674,"Salmonidae","family","2021_SYLB_B_1","Sylburn harbor kelp","1","6/9/21","11/18/21"
"344","e00293-B","e00293","B",1779,"Oncorhynchus","genus","2021_SYLB_B_1","Sylburn harbor kelp","1","6/9/21","11/18/21"
"345","e00293-B","e00293","B",415,"Syngnathus_leptorhynchus","species","2021_SYLB_B_1","Sylburn harbor kelp","1","6/9/21","11/18/21"
"346","e00293-B","e00293","B",1233,"Gadidae","family","2021_SYLB_B_1","Sylburn harbor kelp","1","6/9/21","11/18/21"
"347","e00293-B","e00293","B",1212,"Sebastidae","family","2021_SYLB_B_1","Sylburn harbor kelp","1","6/9/21","11/18/21"
"348","e00293-C","e00293","C",6093,"Clupeidae","family","2021_SYLB_B_1","Sylburn harbor kelp","1","6/9/21","11/18/21"
"349","e00293-C","e00293","C",6567,"Salmonidae","family","2021_SYLB_B_1","Sylburn harbor kelp","1","6/9/21","11/18/21"
"350","e00293-C","e00293","C",385,"Oncorhynchus","genus","2021_SYLB_B_1","Sylburn harbor kelp","1","6/9/21","11/18/21"
"351","e00293-C","e00293","C",885,"Stichaeidae","family","2021_SYLB_B_1","Sylburn harbor kelp","1","6/9/21","11/18/21"
"352","e00293-C","e00293","C",71,"Oligocottus","genus","2021_SYLB_B_1","Sylburn harbor kelp","1","6/9/21","11/18/21"
"353","e00294-A","e00294","A",2962,"Clupeidae","family","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"354","e00294-A","e00294","A",238,"Salmonidae","family","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"355","e00294-A","e00294","A",1,"Pholis","genus","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"356","e00294-A","e00294","A",385,"Oncorhynchus","genus","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"357","e00294-A","e00294","A",1423,"Sebastidae","family","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"358","e00294-A","e00294","A",4,"Bos","genus","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"359","e00294-A","e00294","A",58,"Oligocottus","genus","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"360","e00294-B","e00294","B",7574,"Clupeidae","family","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"361","e00294-B","e00294","B",1103,"Salmonidae","family","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"362","e00294-B","e00294","B",1865,"Ammodytidae","family","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"363","e00294-B","e00294","B",8,"Oligocottus","genus","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"364","e00294-B","e00294","B",1808,"Gadidae","family","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"365","e00294-C","e00294","C",8819,"Clupeidae","family","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"366","e00294-C","e00294","C",3186,"Salmonidae","family","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"367","e00294-C","e00294","C",1671,"Anoplarchus","genus","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"368","e00294-C","e00294","C",1515,"Stichaeidae","family","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"369","e00294-C","e00294","C",207,"Oncorhynchus","genus","2021_SYLB_B_2","Sylburn harbor kelp","2","6/9/21","11/18/21"
"370","e00295-A","e00295","A",401,"Clupeidae","family","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"371","e00295-A","e00295","A",48,"Salmonidae","family","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"372","e00295-A","e00295","A",25,"Pholis","genus","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"373","e00295-A","e00295","A",37,"Anoplarchus","genus","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"374","e00295-A","e00295","A",7589,"Citharichthys_stigmaeus","species","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"375","e00295-A","e00295","A",67,"Gadidae","family","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"376","e00295-A","e00295","A",5,"Cottidae","family","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"377","e00295-B","e00295","B",1057,"Clupeidae","family","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"378","e00295-B","e00295","B",26,"Salmonidae","family","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"379","e00295-B","e00295","B",1,"Cymatogaster_aggregata","species","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"380","e00295-B","e00295","B",31,"Pholis","genus","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"381","e00295-B","e00295","B",47,"Oncorhynchus","genus","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"382","e00295-B","e00295","B",14272,"Citharichthys_stigmaeus","species","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"383","e00295-B","e00295","B",197,"Gadidae","family","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"384","e00295-B","e00295","B",40,"Clinocottus_acuticeps","species","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"385","e00295-B","e00295","B",18,"Cottidae","family","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"386","e00295-B","e00295","B",21,"Anoplarchus","genus","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"387","e00295-C","e00295","C",488,"Clupeidae","family","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"388","e00295-C","e00295","C",122,"Pholis","genus","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"389","e00295-C","e00295","C",88,"Anoplarchus","genus","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"390","e00295-C","e00295","C",15082,"Citharichthys_stigmaeus","species","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"391","e00295-C","e00295","C",164,"Gadidae","family","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"392","e00295-C","e00295","C",23,"Clinocottus_acuticeps","species","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"393","e00295-C","e00295","C",15,"Hexagrammos","genus","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"394","e00295-C","e00295","C",34,"Apodichthys_flavidus","species","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"395","e00295-C","e00295","C",51,"Sebastidae","family","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"396","e00295-C","e00295","C",37,"Oncorhynchus","genus","2021_SYLB_B_3","Sylburn harbor kelp","3","6/9/21","11/18/21"
"397","e00296-A","e00296","A",992,"Salmonidae","family","2021_SYLB_B_4","Sylburn harbor kelp","control","6/9/21","11/18/21"
"398","e00296-A","e00296","A",5,"Citharichthys_stigmaeus","species","2021_SYLB_B_4","Sylburn harbor kelp","control","6/9/21","11/18/21"
"399","e00296-A","e00296","A",489,"Sebastidae","family","2021_SYLB_B_4","Sylburn harbor kelp","control","6/9/21","11/18/21"
"400","e00296-A","e00296","A",791,"Gadidae","family","2021_SYLB_B_4","Sylburn harbor kelp","control","6/9/21","11/18/21"
"401","e00296-B","e00296","B",4,"Clupeidae","family","2021_SYLB_B_4","Sylburn harbor kelp","control","6/9/21","11/18/21"
"402","e00296-B","e00296","B",3025,"Salmonidae","family","2021_SYLB_B_4","Sylburn harbor kelp","control","6/9/21","11/18/21"
"403","e00296-B","e00296","B",2,"Cymatogaster_aggregata","species","2021_SYLB_B_4","Sylburn harbor kelp","control","6/9/21","11/18/21"
"404","e00296-B","e00296","B",1104,"Oncorhynchus","genus","2021_SYLB_B_4","Sylburn harbor kelp","control","6/9/21","11/18/21"
"405","e00296-B","e00296","B",3144,"Hexagrammos","genus","2021_SYLB_B_4","Sylburn harbor kelp","control","6/9/21","11/18/21"
"406","e00296-B","e00296","B",1,"Stichaeidae","family","2021_SYLB_B_4","Sylburn harbor kelp","control","6/9/21","11/18/21"
"407","e00296-C","e00296","C",6104,"Salmonidae","family","2021_SYLB_B_4","Sylburn harbor kelp","control","6/9/21","11/18/21"
"408","e00296-C","e00296","C",8,"Citharichthys_stigmaeus","species","2021_SYLB_B_4","Sylburn harbor kelp","control","6/9/21","11/18/21"
"409","e00296-C","e00296","C",40,"Oncorhynchus","genus","2021_SYLB_B_4","Sylburn harbor kelp","control","6/9/21","11/18/21"
"410","e00297-A","e00297","A",1762,"Clupeidae","family","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"411","e00297-A","e00297","A",417,"Salmonidae","family","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"412","e00297-A","e00297","A",364,"Pholis","genus","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"413","e00297-A","e00297","A",1783,"Ammodytidae","family","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"414","e00297-A","e00297","A",496,"Anoplarchus","genus","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"415","e00297-A","e00297","A",245,"Oncorhynchus","genus","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"416","e00297-A","e00297","A",222,"Stichaeidae","family","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"417","e00297-A","e00297","A",276,"Hexagrammos","genus","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"418","e00297-A","e00297","A",613,"Gadidae","family","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"419","e00297-A","e00297","A",50,"Enophrys_bison","species","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"420","e00297-A","e00297","A",170,"Apodichthys_flavidus","species","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"421","e00297-A","e00297","A",97,"Actinopteri","class","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"422","e00297-A","e00297","A",909,"Polypera_greeni","species","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"423","e00297-A","e00297","A",142,"Hemilepidotus","genus","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"424","e00297-A","e00297","A",113,"Chitonotus_pugetensis","species","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"425","e00297-A","e00297","A",181,"Citharichthys_stigmaeus","species","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"426","e00297-A","e00297","A",11,"Oligocottus","genus","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"427","e00297-B","e00297","B",4061,"Clupeidae","family","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"428","e00297-B","e00297","B",1715,"Salmonidae","family","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"429","e00297-B","e00297","B",676,"Pholis","genus","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"430","e00297-B","e00297","B",5130,"Ammodytidae","family","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"431","e00297-B","e00297","B",42,"Anoplarchus","genus","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"432","e00297-B","e00297","B",887,"Oncorhynchus","genus","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"433","e00297-B","e00297","B",1009,"Syngnathus_leptorhynchus","species","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"434","e00297-B","e00297","B",337,"Clinocottus_acuticeps","species","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"435","e00297-B","e00297","B",831,"Cottidae","family","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"436","e00297-B","e00297","B",1886,"Gadidae","family","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"437","e00297-B","e00297","B",796,"Enophrys_bison","species","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"438","e00297-B","e00297","B",740,"Apodichthys_flavidus","species","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"439","e00297-B","e00297","B",2,"Polypera_greeni","species","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"440","e00297-B","e00297","B",1226,"Chitonotus_pugetensis","species","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"441","e00297-B","e00297","B",37,"Oligocottus","genus","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"442","e00297-C","e00297","C",4140,"Clupeidae","family","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"443","e00297-C","e00297","C",1054,"Pholis","genus","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"444","e00297-C","e00297","C",3871,"Ammodytidae","family","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"445","e00297-C","e00297","C",1362,"Anoplarchus","genus","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"446","e00297-C","e00297","C",590,"Citharichthys_stigmaeus","species","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"447","e00297-C","e00297","C",914,"Clinocottus_acuticeps","species","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"448","e00297-C","e00297","C",2647,"Gadidae","family","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"449","e00297-C","e00297","C",271,"Apodichthys_flavidus","species","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"450","e00297-C","e00297","C",1061,"Oncorhynchus","genus","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"451","e00297-C","e00297","C",1722,"Polypera_greeni","species","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"452","e00297-C","e00297","C",849,"Chitonotus_pugetensis","species","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"453","e00297-C","e00297","C",433,"Oligocottus","genus","2021_REEF_A_1","Reef harbor eel","1","6/10/21","11/18/21"
"454","e00298-A","e00298","A",1441,"Clupeidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"455","e00298-A","e00298","A",443,"Salmonidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"456","e00298-A","e00298","A",129,"Pholis","genus","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"457","e00298-A","e00298","A",1185,"Ammodytidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"458","e00298-A","e00298","A",536,"Anoplarchus","genus","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"459","e00298-A","e00298","A",615,"Clinocottus_acuticeps","species","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"460","e00298-A","e00298","A",59,"Cottidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"461","e00298-A","e00298","A",139,"Hexagrammos","genus","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"462","e00298-A","e00298","A",640,"Gadidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"463","e00298-A","e00298","A",342,"Stichaeidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"464","e00298-A","e00298","A",294,"Enophrys_bison","species","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"465","e00298-A","e00298","A",872,"Polypera_greeni","species","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"466","e00298-A","e00298","A",255,"Chitonotus_pugetensis","species","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"467","e00298-A","e00298","A",88,"Pleuronectidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"468","e00298-B","e00298","B",2739,"Clupeidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"469","e00298-B","e00298","B",1440,"Salmonidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"470","e00298-B","e00298","B",1932,"Pholis","genus","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"471","e00298-B","e00298","B",6434,"Ammodytidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"472","e00298-B","e00298","B",307,"Hexagrammos","genus","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"473","e00298-B","e00298","B",874,"Gadidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"474","e00298-B","e00298","B",436,"Enophrys_bison","species","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"475","e00298-B","e00298","B",855,"Polypera_greeni","species","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"476","e00298-B","e00298","B",1172,"Pleuronectidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"477","e00298-B","e00298","B",440,"Hemilepidotus","genus","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"478","e00298-C","e00298","C",6060,"Clupeidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"479","e00298-C","e00298","C",1599,"Salmonidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"480","e00298-C","e00298","C",1976,"Pholis","genus","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"481","e00298-C","e00298","C",4193,"Ammodytidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"482","e00298-C","e00298","C",919,"Anoplarchus","genus","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"483","e00298-C","e00298","C",1361,"Cottidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"484","e00298-C","e00298","C",1309,"Gadidae","family","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"485","e00298-C","e00298","C",1259,"Polypera_greeni","species","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"486","e00298-C","e00298","C",80,"Hexagrammos_decagrammus","species","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"487","e00298-C","e00298","C",313,"Chitonotus_pugetensis","species","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"488","e00298-C","e00298","C",894,"Citharichthys_stigmaeus","species","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"489","e00298-C","e00298","C",9,"Oncorhynchus","genus","2021_REEF_A_2","Reef harbor eel","2","6/10/21","11/18/21"
"490","e00299-A","e00299","A",2791,"Clupeidae","family","2021_REEF_A_3","Reef harbor eel","3","6/10/21","11/18/21"
